# The list of all links between articles.
# Article names are URL-encoded; e.g., in Java they can be decoded using java.net.URLDecoder.decode(articleName, "UTF-8").
# FORMAT:   linkSource   linkTarget
#
# When publishing on this data set, please cite:
# (1) Robert West and Jure Leskovec:
#     Human Wayfinding in Information Networks.
#     21st International World Wide Web Conference (WWW), 2012.
# (2) Robert West, Joelle Pineau, and Doina Precup:
#     Wikispeedia: An Online Game for Inferring Semantic Distances between Concepts.
#     21st International Joint Conference on Artificial Intelligence (IJCAI), 2009.

%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales
%C3%85land	20th_century
%C3%85land	Baltic_Sea
%C3%85land	Crimean_War
%C3%85land	Currency
%C3%85land	Euro
%C3%85land	European_Union
%C3%85land	Finland
%C3%85land	League_of_Nations
%C3%85land	List_of_countries_by_system_of_government
%C3%85land	Nationality
%C3%85land	Parliamentary_system
%C3%85land	Police
%C3%85land	Russia
%C3%85land	Stockholm
%C3%85land	Sweden
%C3%85land	Time_zone
%C3%85land	Tourism
%C3%85land	United_Kingdom
%C3%85land	World_War_II
%C3%89douard_Manet	Absinthe
%C3%89douard_Manet	Beer
%C3%89douard_Manet	Claude_Monet
%C3%89douard_Manet	Diego_Vel%C3%A1zquez
%C3%89douard_Manet	Edgar_Allan_Poe
%C3%89douard_Manet	France
%C3%89douard_Manet	Francisco_Goya
%C3%89douard_Manet	Germany
%C3%89douard_Manet	Impressionism
%C3%89douard_Manet	Italy
%C3%89douard_Manet	Landscape
%C3%89douard_Manet	Netherlands
%C3%89douard_Manet	Painting
%C3%89douard_Manet	Paris
%C3%89douard_Manet	Photography
%C3%89douard_Manet	Raphael
%C3%89douard_Manet	Renaissance
%C3%89douard_Manet	Sweden
%C3%89douard_Manet	United_States_dollar
%C3%89douard_Manet	Washington%2C_D.C.
%C3%89ire	Canada
%C3%89ire	English_language
%C3%89ire	George_VI_of_the_United_Kingdom
%C3%89ire	Ireland
%C3%89ire	Northern_Ireland
%C3%89ire	Ottawa
%C3%89ire	Republic_of_Ireland
%C3%89ire	United_Kingdom
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata
%C3%93engus_I_of_the_Picts	Durham
%C3%93engus_I_of_the_Picts	England
%C3%93engus_I_of_the_Picts	Great_Britain
%C3%93engus_I_of_the_Picts	Ireland
%C3%93engus_I_of_the_Picts	Lion
%C3%93engus_I_of_the_Picts	Mercia
%C3%93engus_I_of_the_Picts	Scotland
%C3%93engus_I_of_the_Picts	Viking
%C3%93engus_I_of_the_Picts	York
%E2%82%AC2_commemorative_coins	Athens
%E2%82%AC2_commemorative_coins	Atlantic_Ocean
%E2%82%AC2_commemorative_coins	Austria
%E2%82%AC2_commemorative_coins	Belgium
%E2%82%AC2_commemorative_coins	Berlin
%E2%82%AC2_commemorative_coins	Brussels
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg
%E2%82%AC2_commemorative_coins	Cereal
%E2%82%AC2_commemorative_coins	Christopher_Columbus
%E2%82%AC2_commemorative_coins	Cologne
%E2%82%AC2_commemorative_coins	Comet
%E2%82%AC2_commemorative_coins	Dresden
%E2%82%AC2_commemorative_coins	European_Union
%E2%82%AC2_commemorative_coins	Finland
%E2%82%AC2_commemorative_coins	France
%E2%82%AC2_commemorative_coins	Galileo_Galilei
%E2%82%AC2_commemorative_coins	Germany
%E2%82%AC2_commemorative_coins	Greece
%E2%82%AC2_commemorative_coins	Hamburg
%E2%82%AC2_commemorative_coins	Harold_Macmillan
%E2%82%AC2_commemorative_coins	Heraldry
%E2%82%AC2_commemorative_coins	History
%E2%82%AC2_commemorative_coins	Ireland
%E2%82%AC2_commemorative_coins	Italy
%E2%82%AC2_commemorative_coins	Luxembourg
%E2%82%AC2_commemorative_coins	Maize
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes
%E2%82%AC2_commemorative_coins	Monaco
%E2%82%AC2_commemorative_coins	Munich
%E2%82%AC2_commemorative_coins	Netherlands
%E2%82%AC2_commemorative_coins	Numismatics
%E2%82%AC2_commemorative_coins	Nutrition
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II
%E2%82%AC2_commemorative_coins	Portugal
%E2%82%AC2_commemorative_coins	Rice
%E2%82%AC2_commemorative_coins	San_Marino
%E2%82%AC2_commemorative_coins	Sanssouci
%E2%82%AC2_commemorative_coins	Soviet_Union
%E2%82%AC2_commemorative_coins	Spain
%E2%82%AC2_commemorative_coins	Suffrage
%E2%82%AC2_commemorative_coins	Turin
%E2%82%AC2_commemorative_coins	United_Kingdom
%E2%82%AC2_commemorative_coins	United_Nations
%E2%82%AC2_commemorative_coins	United_States
%E2%82%AC2_commemorative_coins	Vatican_City
%E2%82%AC2_commemorative_coins	Wheat
%E2%82%AC2_commemorative_coins	Zeus
Accra	Clothing
Accra	Denmark
Accra	Earthquake
Accra	France
Accra	Ghana
Accra	Great_Britain
Accra	Netherlands
Accra	Portugal
Accra	Sweden
Accra	Time_zone
Acetic_acid	Acetone
Acetic_acid	Actinium
Acetic_acid	Aluminium
Acetic_acid	BP
Acetic_acid	Bacteria
Acetic_acid	Beer
Acetic_acid	Box_jellyfish
Acetic_acid	Carbon_dioxide
Acetic_acid	Cereal
Acetic_acid	Chemical_element
Acetic_acid	Chromium
Acetic_acid	Cider
Acetic_acid	Cobalt
Acetic_acid	Copper
Acetic_acid	Corrosion
Acetic_acid	Crystal
Acetic_acid	Earth%27s_atmosphere
Acetic_acid	Ethanol
Acetic_acid	Europe
Acetic_acid	Food
Acetic_acid	Formic_acid
Acetic_acid	Fungus
Acetic_acid	Gas
Acetic_acid	German_language
Acetic_acid	Germany
Acetic_acid	Greece
Acetic_acid	Hydrogen
Acetic_acid	Iodine
Acetic_acid	Iridium
Acetic_acid	Iron
Acetic_acid	Iron%28III%29_chloride
Acetic_acid	Japan
Acetic_acid	Latin
Acetic_acid	Magnesium
Acetic_acid	Manganese
Acetic_acid	Metal
Acetic_acid	Oxygen
Acetic_acid	Palladium
Acetic_acid	Phase_%28matter%29
Acetic_acid	Pigment
Acetic_acid	Potato
Acetic_acid	Proton
Acetic_acid	Renaissance
Acetic_acid	Rhodium
Acetic_acid	Rice
Acetic_acid	Rome
Acetic_acid	Ruthenium
Acetic_acid	Salt
Acetic_acid	Soil
Acetic_acid	Sugar
Acetic_acid	Sulfur
Acetic_acid	Sulfuric_acid
Acetic_acid	Textile
Acetic_acid	Toluene
Acetic_acid	United_States
Acetic_acid	Water
Acetic_acid	Wine
Acetic_acid	Yeast
Acetic_acid	Zinc
Acetone	Bacteria
Acetone	Bromine
Acetone	Chlorine
Acetone	Ethanol
Acetone	Israel
Acetone	Phase_%28matter%29
Acetone	Sulfuric_acid
Acetone	Toluene
Acetone	World_War_I
Achilles	Agamemnon
Achilles	Alexander_the_Great
Achilles	Apollo
Achilles	Athena
Achilles	Athens
Achilles	Black_Sea
Achilles	Bob_Dylan
Achilles	Danube
Achilles	Ethiopia
Achilles	Greece
Achilles	Greek_mythology
Achilles	Heracles
Achilles	Homer
Achilles	Odysseus
Achilles	Odyssey
Achilles	Plato
Achilles	Romania
Achilles	Romanticism
Achilles	Trojan_War
Achilles	Ukraine
Achilles	William_Shakespeare
Achilles	World_War_II
Achilles	Zeus
Achilles_tendon	Achilles
Achilles_tendon	Latin
Acid_rain	Biology
Acid_rain	Cloud
Acid_rain	Earth%27s_atmosphere
Acid_rain	England
Acid_rain	Forest
Acid_rain	Fossil_fuel
Acid_rain	Glacier
Acid_rain	Global_warming
Acid_rain	Gypsum
Acid_rain	Hydrogen_peroxide
Acid_rain	Invasive_species
Acid_rain	Iron
Acid_rain	Kyoto_Protocol
Acid_rain	Manchester
Acid_rain	Manganese
Acid_rain	Ocean
Acid_rain	Oxygen
Acid_rain	Ozone
Acid_rain	Ozone_depletion
Acid_rain	People%27s_Republic_of_China
Acid_rain	Pollution
Acid_rain	Rain
Acid_rain	River
Acid_rain	Russia
Acid_rain	Smog
Acid_rain	Snow
Acid_rain	Sulfuric_acid
Acid_rain	Volcano
Acorn_Computers	BBC
Acorn_Computers	Belgium
Acorn_Computers	Birmingham
Acorn_Computers	Cambridge
Acorn_Computers	Central_processing_unit
Acorn_Computers	Commodore_64
Acorn_Computers	Computer
Acorn_Computers	Employment
Acorn_Computers	England
Acorn_Computers	Floppy_disk
Acorn_Computers	Industry
Acorn_Computers	Ireland
Acorn_Computers	Microsoft_Windows
Acorn_Computers	Nottingham
Acorn_Computers	Parliament_of_the_United_Kingdom
Acorn_Computers	Pound_sterling
Acorn_Computers	The_Fens
Acorn_Computers	United_Kingdom
Acorn_Computers	Unix
Acorn_Computers	Video
Acorn_Computers	Wales
Acorn_Computers	World_Wide_Web
Acorn_Computers	ZX_Spectrum
Actinium	Bismuth
Actinium	Chemical_element
Actinium	Color
Actinium	Day
Actinium	Electron
Actinium	Francium
Actinium	Lanthanum
Actinium	List_of_elements_by_name
Actinium	Magnetism
Actinium	Periodic_table
Actinium	Phase_%28matter%29
Actinium	Plutonium
Actinium	Radium
Actinium	Radon
Actinium	Thorium
Actinium	Uranium
Action_potential	Animal
Action_potential	Calcium
Action_potential	Capacitance
Action_potential	Cell_%28biology%29
Action_potential	Chemical_synapse
Action_potential	Electrical_resistance
Action_potential	Giraffe
Action_potential	Multiple_sclerosis
Action_potential	Potassium
Action_potential	Sodium
Action_potential	Volt
Action_potential	Whale
Actor	Charles_II_of_England
Actor	Drama
Actor	Film
Actor	Greece
Actor	H%C3%A4nsel_und_Gretel
Actor	Japan
Actor	Latin
Actor	Middle_Ages
Actor	Opera
Actor	Television
Actor	The_Marriage_of_Figaro
Actor	The_Simpsons
Actor	William_Shakespeare
Acts_of_Union_1707	Edinburgh
Acts_of_Union_1707	England
Acts_of_Union_1707	House_of_Lords
Acts_of_Union_1707	Laws_in_Wales_Acts_1535%E2%80%931542
Acts_of_Union_1707	Pound_sterling
Acts_of_Union_1707	Scotland
Acts_of_Union_1707	United_Kingdom
Actuary	17th_century
Actuary	18th_century
Actuary	19th_century
Actuary	20th_century
Actuary	Ancient_Rome
Actuary	Business
Actuary	Civilization
Actuary	Climate_change
Actuary	Economics
Actuary	Edinburgh
Actuary	Edmond_Halley
Actuary	England
Actuary	Finance
Actuary	Government
Actuary	Hurricane_Katrina
Actuary	India
Actuary	Law
Actuary	London
Actuary	Mathematics
Actuary	Politics
Actuary	Pound_sterling
Actuary	Probability_theory
Actuary	Republic_of_Ireland
Actuary	Roman_Empire
Actuary	Scotland
Actuary	Statistics
Actuary	Sweden
Actuary	Terrorism
Actuary	The_Wall_Street_Journal
Actuary	United_Kingdom
Actuary	United_States_dollar
Actuary	War
Adam_Smith	Aristotle
Adam_Smith	Capitalism
Adam_Smith	Church_of_England
Adam_Smith	David_Hume
Adam_Smith	Economics
Adam_Smith	Edinburgh
Adam_Smith	England
Adam_Smith	Ethics
Adam_Smith	Europe
Adam_Smith	France
Adam_Smith	Glasgow
Adam_Smith	John_Locke
Adam_Smith	John_Maynard_Keynes
Adam_Smith	Karl_Marx
Adam_Smith	Liberal_democracy
Adam_Smith	Liberalism
Adam_Smith	Libertarianism
Adam_Smith	Logic
Adam_Smith	Mercantilism
Adam_Smith	Political_economy
Adam_Smith	Political_philosophy
Adam_Smith	Politics
Adam_Smith	Pound_sterling
Adam_Smith	Scotland
Adam_Smith	Thomas_Hobbes
Adam_Smith	Thomas_Malthus
Adam_Smith	Utilitarianism
Addis_Ababa	African_Union
Addis_Ababa	Djibouti
Addis_Ababa	Ethiopia
Addis_Ababa	Finland
Addis_Ababa	Italy
Addis_Ababa	Jew
Addis_Ababa	Market
Addis_Ababa	Water
Adelaide	Airbus_A380
Adelaide	Australia
Adelaide	Australian_English
Adelaide	Australian_rules_football
Adelaide	Drought
Adelaide	Football_%28soccer%29
Adelaide	Irish_people
Adelaide	Lead
Adelaide	Manufacturing
Adelaide	Melbourne
Adelaide	Mount_Osmond%2C_South_Australia
Adelaide	Murray_River
Adelaide	Perth%2C_Western_Australia
Adelaide	Snow
Adelaide	Southern_Ocean
Adelaide	Sydney
Adelaide	United_Kingdom
Adelaide	Vietnam_War
Adelaide	William_IV_of_the_United_Kingdom
Adelaide	Wine
Adelaide	World_War_I
Adelaide	World_War_II
Adenosine_triphosphate	Calcium
Adenosine_triphosphate	Carbon_dioxide
Adenosine_triphosphate	Cell_%28biology%29
Adenosine_triphosphate	DNA
Adenosine_triphosphate	DNA_repair
Adenosine_triphosphate	Energy
Adenosine_triphosphate	Eukaryote
Adenosine_triphosphate	Magnesium
Adenosine_triphosphate	Mitochondrion
Adenosine_triphosphate	Oxygen
Adenosine_triphosphate	Photosynthesis
Adenosine_triphosphate	Proton
Adenosine_triphosphate	Sulfur
Adi_Shankara	14th_century
Adi_Shankara	15th_century
Adi_Shankara	17th_century
Adi_Shankara	Brahman
Adi_Shankara	Buddhism
Adi_Shankara	Chola_dynasty
Adi_Shankara	Gautama_Buddha
Adi_Shankara	Himalayas
Adi_Shankara	Hinduism
Adi_Shankara	India
Adi_Shankara	Kashmir_region
Adi_Shankara	Kerala
Adi_Shankara	Nepal
Adi_Shankara	Sanskrit
Adi_Shankara	Varanasi
Adolf_Hitler	Alcohol
Adolf_Hitler	Anschluss
Adolf_Hitler	Architecture
Adolf_Hitler	Art
Adolf_Hitler	Attack_on_Pearl_Harbor
Adolf_Hitler	Austria
Adolf_Hitler	Battle_of_Britain
Adolf_Hitler	Battle_of_France
Adolf_Hitler	Battle_of_Moscow
Adolf_Hitler	Battle_of_Stalingrad
Adolf_Hitler	Belarus
Adolf_Hitler	Belgium
Adolf_Hitler	Benito_Mussolini
Adolf_Hitler	Berlin
Adolf_Hitler	British_Empire
Adolf_Hitler	Bulgaria
Adolf_Hitler	Capitalism
Adolf_Hitler	Charlie_Chaplin
Adolf_Hitler	Communism
Adolf_Hitler	Coventry
Adolf_Hitler	Dam
Adolf_Hitler	Democracy
Adolf_Hitler	Denmark
Adolf_Hitler	Egypt
Adolf_Hitler	Erwin_Rommel
Adolf_Hitler	Fascism
Adolf_Hitler	France
Adolf_Hitler	Friedrich_Nietzsche
Adolf_Hitler	Genealogy
Adolf_Hitler	German_language
Adolf_Hitler	Germany
Adolf_Hitler	Gold
Adolf_Hitler	Hungary
Adolf_Hitler	India
Adolf_Hitler	Jew
Adolf_Hitler	Joseph_Stalin
Adolf_Hitler	Liberalism
Adolf_Hitler	London
Adolf_Hitler	Luftwaffe
Adolf_Hitler	Luxembourg
Adolf_Hitler	Marxism
Adolf_Hitler	Middle_East
Adolf_Hitler	Moscow
Adolf_Hitler	Munich
Adolf_Hitler	Nationalism
Adolf_Hitler	Nazi_Germany
Adolf_Hitler	Nazism
Adolf_Hitler	Netherlands
Adolf_Hitler	Norway
Adolf_Hitler	Opera
Adolf_Hitler	Pablo_Picasso
Adolf_Hitler	Parliamentary_system
Adolf_Hitler	Poland
Adolf_Hitler	Politics
Adolf_Hitler	Prague
Adolf_Hitler	Propaganda
Adolf_Hitler	Radar
Adolf_Hitler	Richard_Wagner
Adolf_Hitler	Roman_Catholic_Church
Adolf_Hitler	Romania
Adolf_Hitler	Royal_Air_Force
Adolf_Hitler	Socialism
Adolf_Hitler	South_America
Adolf_Hitler	Soviet_Union
Adolf_Hitler	Suez_Canal
Adolf_Hitler	Swastika
Adolf_Hitler	Sweden
Adolf_Hitler	The_Holocaust
Adolf_Hitler	Trade_union
Adolf_Hitler	Treaty_of_Versailles
Adolf_Hitler	Ukraine
Adolf_Hitler	United_Kingdom
Adolf_Hitler	United_States
Adolf_Hitler	Vienna
Adolf_Hitler	Weimar_Republic
Adolf_Hitler	Winston_Churchill
Adolf_Hitler	World_War_I
Adolf_Hitler	World_War_II
Adriaen_van_der_Donck	Dutch_language
Adriaen_van_der_Donck	Netherlands
Adriaen_van_der_Donck	New_York_City
Adriaen_van_der_Donck	Spain
Adriaen_van_der_Donck	The_Hague
Advertising	Africa
Advertising	Ancient_Greece
Advertising	Ancient_Rome
Advertising	Ancient_history
Advertising	Asia
Advertising	Broadcasting
Advertising	Encyclop%C3%A6dia_Britannica
Advertising	Google
Advertising	IPod
Advertising	India
Advertising	Internet
Advertising	Japan
Advertising	Newspaper
Advertising	Philadelphia
Advertising	Pompeii
Advertising	Radio
Advertising	South_America
Advertising	Sweden
Advertising	Television
Advertising	Tokyo
Advertising	United_States
Aesthetics	Ancient_Egypt
Aesthetics	Ancient_Greece
Aesthetics	Ancient_Rome
Aesthetics	Andy_Warhol
Aesthetics	Architecture
Aesthetics	Aristotle
Aesthetics	Art
Aesthetics	Bristol
Aesthetics	Charlemagne
Aesthetics	China
Aesthetics	Color
Aesthetics	Confucius
Aesthetics	Cubism
Aesthetics	Dada
Aesthetics	David_Hume
Aesthetics	Drinking_water
Aesthetics	Earl_of_Shaftesbury
Aesthetics	Edmund_Burke
Aesthetics	English_language
Aesthetics	Fine_art
Aesthetics	Geometry
Aesthetics	German_language
Aesthetics	Germany
Aesthetics	Guqin
Aesthetics	Humour
Aesthetics	Igor_Stravinsky
Aesthetics	Immanuel_Kant
Aesthetics	Indus_Valley_Civilization
Aesthetics	Japan
Aesthetics	Leo_Tolstoy
Aesthetics	Ludwig_Wittgenstein
Aesthetics	Mathematics
Aesthetics	Mesopotamia
Aesthetics	Music
Aesthetics	Novel
Aesthetics	Park
Aesthetics	Parthenon
Aesthetics	Plato
Aesthetics	Poetry
Aesthetics	Religion
Aesthetics	Renaissance
Aesthetics	Roman_Catholic_Church
Aesthetics	Science
Aesthetics	Symmetry
Aesthetics	Visual_arts
Aesthetics	William_Hogarth
Aesthetics	Zeus
Afghan_Hound	20th_century
Afghan_Hound	Afghanistan
Afghan_Hound	Cancer
Afghan_Hound	Dog
Afghan_Hound	Europe
Afghan_Hound	Fox
Afghan_Hound	Gazelle
Afghan_Hound	Russia
Afghan_Hound	United_States
Afghanistan	18th_century
Afghanistan	Afghan_Hound
Afghanistan	Alexander_the_Great
Afghanistan	Anno_Domini
Afghanistan	Armenia
Afghanistan	Asia
Afghanistan	Azerbaijan
Afghanistan	Babur
Afghanistan	Buddhism
Afghanistan	Cold_War
Afghanistan	Communism
Afghanistan	Copper
Afghanistan	Currency
Afghanistan	Delhi
Afghanistan	Dog
Afghanistan	Domestic_goat
Afghanistan	Dubai
Afghanistan	Earthquake
Afghanistan	Frankfurt
Afghanistan	Gas
Afghanistan	Genghis_Khan
Afghanistan	Germany
Afghanistan	Great_Britain
Afghanistan	Idolatry
Afghanistan	India
Afghanistan	Infrastructure
Afghanistan	Iran
Afghanistan	Islam
Afghanistan	Islamic_republic
Afghanistan	Istanbul
Afghanistan	Jew
Afghanistan	Jimmy_Carter
Afghanistan	List_of_countries_by_system_of_government
Afghanistan	Madrid
Afghanistan	Mesopotamia
Afghanistan	Middle_Ages
Afghanistan	Middle_East
Afghanistan	Monarchy
Afghanistan	Morphine
Afghanistan	Myanmar
Afghanistan	NATO
Afghanistan	Osama_bin_Laden
Afghanistan	Pakistan
Afghanistan	Pashtun_people
Afghanistan	People%27s_Republic_of_China
Afghanistan	Persian_Empire
Afghanistan	Persian_Gulf
Afghanistan	Persian_literature
Afghanistan	Rome
Afghanistan	Sassanid_Empire
Afghanistan	September_11%2C_2001_attacks
Afghanistan	Somalia
Afghanistan	Soviet_Union
Afghanistan	Sport
Afghanistan	Tajikistan
Afghanistan	Time_zone
Afghanistan	Timur
Afghanistan	Turkmenistan
Afghanistan	United_Kingdom
Afghanistan	United_Nations
Afghanistan	United_States
Afghanistan	Uzbekistan
Afghanistan	Vienna
Afghanistan	World_Bank_Group
Afghanistan	World_Heritage_Site
Afghanistan	Zinc
Africa	Abidjan
Africa	Abuja
Africa	Accra
Africa	Addis_Ababa
Africa	African_Great_Lakes
Africa	African_Union
Africa	Afrikaans
Africa	Agriculture
Africa	Algeria
Africa	Algiers
Africa	Ancient_Egypt
Africa	Ancient_Greece
Africa	Ancient_Rome
Africa	Anglican_Communion
Africa	Angola
Africa	Antananarivo
Africa	Anthropology
Africa	Arabic_language
Africa	Asia
Africa	Atlantic_Ocean
Africa	Atlantic_slave_trade
Africa	Bamako
Africa	Banjul
Africa	Bantu
Africa	Belgium
Africa	Benin
Africa	Bissau
Africa	Botswana
Africa	Burkina_Faso
Africa	Burundi
Africa	C%C3%B4te_d%27Ivoire
Africa	Cairo
Africa	Camel
Africa	Cameroon
Africa	Cape_Town
Africa	Cape_Verde
Africa	Capital
Africa	Carnivore
Africa	Central_African_Republic
Africa	Chad
Africa	Cheetah
Africa	China
Africa	Christianity
Africa	Civilization
Africa	Cocoa
Africa	Coffee
Africa	Cold_War
Africa	Comoros
Africa	Conakry
Africa	Congo_River
Africa	Continent
Africa	Cotton
Africa	Crocodile
Africa	Culture
Africa	Dakar
Africa	David_Livingstone
Africa	Deity
Africa	Democracy
Africa	Democratic_Republic_of_the_Congo
Africa	Desert
Africa	Despotism
Africa	Diamond
Africa	Djibouti
Africa	Earth
Africa	East_Africa
Africa	Egypt
Africa	El_Aai%C3%BAn
Africa	Elephant
Africa	English_language
Africa	Equatorial_Guinea
Africa	Eritrea
Africa	Ethiopia
Africa	Europe
Africa	Famine
Africa	Flute
Africa	Fossil
Africa	France
Africa	Freetown
Africa	French_language
Africa	Funchal
Africa	Gabon
Africa	Gaborone
Africa	Ghana
Africa	Giraffe
Africa	Glacier
Africa	Gold
Africa	Great_Pyramid_of_Giza
Africa	Guinea
Africa	Guinea-Bissau
Africa	HIV
Africa	Harare
Africa	Henry_Morton_Stanley
Africa	Herbivore
Africa	Horn_of_Africa
Africa	Human
Africa	Hutu
Africa	Hyena
Africa	India
Africa	Indian_Ocean
Africa	Irrigation
Africa	Ishango_bone
Africa	Islam
Africa	Jazz
Africa	Judaism
Africa	Kenya
Africa	Khartoum
Africa	Kigali
Africa	Lake_Tanganyika
Africa	Lake_Victoria
Africa	Language
Africa	Las_Palmas_de_Gran_Canaria
Africa	Latin
Africa	Latin_America
Africa	Lesotho
Africa	Liberal_democracy
Africa	Liberia
Africa	Libreville
Africa	Libya
Africa	Lilongwe
Africa	Lion
Africa	Lom%C3%A9
Africa	Lusaka
Africa	Madagascar
Africa	Malawi
Africa	Mali
Africa	Maputo
Africa	Maseru
Africa	Mauritania
Africa	Mauritius
Africa	Mayotte
Africa	Mbabane
Africa	Mediterranean_Sea
Africa	Middle_Ages
Africa	Military_dictatorship
Africa	Mitochondrial_Eve
Africa	Mogadishu
Africa	Monrovia
Africa	Morocco
Africa	Mozambique
Africa	Nairobi
Africa	Namibia
Africa	Netherlands
Africa	Niger
Africa	Nigeria
Africa	Nile
Africa	North_Africa
Africa	Nouakchott
Africa	Ouagadougou
Africa	Palm_oil
Africa	Persian_Empire
Africa	Pope
Africa	Port_Louis
Africa	Porto-Novo
Africa	Portugal
Africa	Portuguese_language
Africa	Poverty
Africa	Praia
Africa	Pretoria
Africa	Ptolemy
Africa	R%C3%A9union
Africa	Rabat
Africa	Rainforest
Africa	Red_Sea
Africa	Reggae
Africa	Republic_of_the_Congo
Africa	Rice
Africa	Richard_Francis_Burton
Africa	Royal_Navy
Africa	Rwanda
Africa	S%C3%A3o_Tom%C3%A9
Africa	S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe
Africa	Saint_Helena
Africa	Scramble_for_Africa
Africa	Second_Congo_War
Africa	Senegal
Africa	Seychelles
Africa	Sierra_Leone
Africa	Somalia
Africa	Sorghum
Africa	Soukous
Africa	South_Africa
Africa	Southern_Africa
Africa	Soviet_Union
Africa	Spain
Africa	Sub-Saharan_Africa
Africa	Sudan
Africa	Suez_Canal
Africa	Swaziland
Africa	Tanzania
Africa	Temperate
Africa	The_Gambia
Africa	Timbuktu
Africa	Togo
Africa	Tripoli
Africa	Trumpet
Africa	Tunis
Africa	Tunisia
Africa	Tutsi
Africa	Uganda
Africa	United_Kingdom
Africa	United_Nations
Africa	United_States
Africa	United_States_Senate
Africa	Victoria%2C_Seychelles
Africa	Western_Sahara
Africa	World_War_I
Africa	World_War_II
Africa	Yamoussoukro
Africa	Zambia
Africa	Zheng_He
Africa	Zimbabwe
Africa	Zulu
African_American_literature	Aesthetics
African_American_literature	Africa
African_American_literature	American_Civil_War
African_American_literature	Anthropology
African_American_literature	Bill_Clinton
African_American_literature	Chicago
African_American_literature	France
African_American_literature	Frederick_Douglass
African_American_literature	French_language
African_American_literature	George_Washington
African_American_literature	Hip_hop_music
African_American_literature	Jamaica
African_American_literature	Jazz
African_American_literature	Literature
African_American_literature	Martin_Luther_King%2C_Jr.
African_American_literature	Nationalism
African_American_literature	New_York_City
African_American_literature	North_America
African_American_literature	Poetry
African_American_literature	Rapping
African_American_literature	Religion
African_American_literature	Senegal
African_American_literature	Slavery
African_American_literature	Southern_United_States
African_American_literature	The_Gambia
African_American_literature	Thomas_Jefferson
African_American_literature	United_States
African_American_literature	World_War_I
African_American_literature	World_War_II
African_Black_Oystercatcher	Africa
African_Black_Oystercatcher	Animal
African_Black_Oystercatcher	Binomial_nomenclature
African_Black_Oystercatcher	Bird
African_Black_Oystercatcher	Bird_migration
African_Black_Oystercatcher	Chordate
African_Black_Oystercatcher	Feather
African_Black_Oystercatcher	Plover
African_Black_Oystercatcher	Scientific_classification
African_Black_Oystercatcher	Wader
African_Brush-tailed_Porcupine	Africa
African_Brush-tailed_Porcupine	Animal
African_Brush-tailed_Porcupine	Binomial_nomenclature
African_Brush-tailed_Porcupine	Cameroon
African_Brush-tailed_Porcupine	Cave
African_Brush-tailed_Porcupine	Mammal
African_Brush-tailed_Porcupine	Scientific_classification
African_Buffalo	Animal
African_Buffalo	Binomial_nomenclature
African_Buffalo	Botswana
African_Buffalo	Cattle
African_Buffalo	Chordate
African_Buffalo	Ethiopia
African_Buffalo	Hippopotamus
African_Buffalo	Kenya
African_Buffalo	Lion
African_Buffalo	Mozambique
African_Buffalo	Namibia
African_Buffalo	Scientific_classification
African_Buffalo	Somalia
African_Buffalo	South_Africa
African_Buffalo	Tanzania
African_Buffalo	Vertebrate
African_Buffalo	Water_Buffalo
African_Buffalo	Zambia
African_Buffalo	Zimbabwe
African_Darter	Africa
African_Darter	Animal
African_Darter	Binomial_nomenclature
African_Darter	Chordate
African_Darter	Cormorant
African_Darter	Heron
African_Darter	Sahara
African_Darter	Scientific_classification
African_Great_Lakes	Africa
African_Great_Lakes	Burundi
African_Great_Lakes	Cattle
African_Great_Lakes	Congo_River
African_Great_Lakes	Democratic_Republic_of_the_Congo
African_Great_Lakes	Domestic_goat
African_Great_Lakes	Fresh_water
African_Great_Lakes	Great_Rift_Valley
African_Great_Lakes	Indian_Ocean
African_Great_Lakes	Kenya
African_Great_Lakes	Lake_Albert
African_Great_Lakes	Lake_Edward
African_Great_Lakes	Lake_Kivu
African_Great_Lakes	Lake_Malawi
African_Great_Lakes	Lake_Tanganyika
African_Great_Lakes	Lake_Victoria
African_Great_Lakes	Nile
African_Great_Lakes	Rwanda
African_Great_Lakes	Tanzania
African_Great_Lakes	Temperate
African_Great_Lakes	Uganda
African_Great_Lakes	Zambezi
African_Grey_Hornbill	Africa
